"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Antigua and Barbuda","ATG","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8703384399414","","","","","","","","99.9893112182617","","99.9567794799805","99.9674530029297","99.9560317993164","99.9550018310547","99.9768676757813","99.9762420654297","99.9636688232422","99.9623794555664","99.9606475830078","","","",
"Burundi","BDI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","40.9319915771484","","","","","","","","","","","59.4978408813477","","","","","","","","","","76.7800216674805","","","","","","","","66.6145095825195","","","","","","85.2900772094727","","","91.0341491699219","","","",
"Belgium","BEL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","45.7106399536133","","","","","","","","","","","","","55.1302185058594","","","","","","","","","","59.205078125","","","","54.8669395446777","","","","","","63.9409217834473","","","","","","69.7611770629883","","",
"Burkina Faso","BFA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","22.3771305084229","","","","","","","","","","","","","","","","26.7887992858887","","","","","25.4782600402832","","","","","","","38.3810882568359","","40.379810333252","39.8218688964844","46.7337417602539","","","","","","","56.9948883056641","","","","61.7900009155273","","",
"Bangladesh","BGD","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","44.3621597290039","","","","","","","","","","51.7367286682129","","","","","","","","","","67.1638107299805","","","","","","54.2743301391602","","","","76.4033966064453","76.2763137817383","84.0944976806641","84.6286773681641","86.1879501342773","90.9053497314453","91.5412902832031","91.8037185668945","93.7046966552734","",
"Bulgaria","BGR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.3096694946289","","","","","","","","","","98.0669326782227","","","","","","","","","",
"Bahrain","BHR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","89.6903762817383","","","","","","","","","","97.2586669921875","","","","","","","","","","96.8270797729492","","","","","","","","","95.6842880249023","","","","","","99.9557266235352","99.9896011352539","99.9761428833008","","",
"Bahamas, The","BHS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2854385375977","","","","","","","","","99.7481994628906","","","","","","","","","","","99.7512512207031","","99.6576538085938","","","","","","","",
"Belarus","BLR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7319793701172","","","","","","","","","","99.7568664550781","","","","","","","","","","99.8003311157227","","","","","","","","","99.8300018310547","","",
"Belize","BLZ","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2616882324219","","","","","","","","","83.8961181640625","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","91.4681396484375","","","","","","","","","","","","","","","","96.3184127807617","","","","","","","","","98.5492935180664","","","","","","99.7536087036133","99.3902282714844","99.6936416625977","","99.2466278076172","99.1624526977539","","","99.3940200805664","","","","","",
"Brazil","BRA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","82.5567626953125","","","","","","","","","","","","","","","","","","","","92.6540069580078","","","","95.7838897705078","","96.7969970703125","97.0568771362305","97.1804580688477","97.4457168579102","96.7161712646484","97.9099884033203","98.2274322509766","98.2520370483398","98.4469680786133","98.5958633422852","98.7793579101563","98.8412780761719","98.9835815429688","","",
"Barbados","BRB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","99.7203903198242","","","","","","","","","","","","","","99.9199981689453","","","","","","","","","","99.9199981689453","","","","","","","","","","99.9199981689453","","","","","","","","","","99.9199981689453","","","","","","",
"Brunei Darussalam","BRN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","94.0643005371094","","","","","","","","","","98.1069030761719","","","","","","","","","","98.8742980957031","","","","","","","","","","99.1998901367188","","","","","","","99.6351623535156","","",
"Bhutan","BTN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0419235229492","","","","","","","90.3958129882813","","","","","93.2701568603516","","","",
"Botswana","BWA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.9000701904297","","","","","","","","","","","","92.0833129882813","","","","","","","","","","95.754753112793","","","","","","","",
"Central African Republic","CAF","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","56.2587585449219","","","","","","","","","","","","","62.561450958252","","","","","","","","","","","","72.5947494506836","","","","","","","","","","48.8571014404297","","","","","","","","47.804931640625","","",
"Canada","CAN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","99.5329437255859","99.5280227661133","99.5221862792969","99.5214920043945","99.5149612426758","99.5088424682617","99.5038528442383","99.4947662353516","99.4897308349609","99.4820327758789","99.4748382568359","99.4661102294922","99.4578094482422","99.4502792358398","99.4433212280273","99.4379577636719","99.4297790527344","99.4230880737305","99.2040405273438","99.1811904907227","99.1630401611328","99.145866394043","99.1176300048828","99.0911712646484","99.0683822631836","99.0476913452148","99.033447265625","99.0500564575195","99.3701095581055","99.3863296508789","99.401237487793","99.4168167114258","99.4325103759766","99.4498977661133","99.4653701782227","99.4830169677734","","","","",
"Switzerland","CHE","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","96.1822204589844","","","","","","","","","","98.1564483642578","","","","","","","","","","98.8036422729492","","","","","","99.1145172119141","98.8593826293945","98.6121673583984","99.2143936157227","","99.0097808837891","","99.2675399780273","","99.0058212280273","","","",
"China","CHN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","95.2085418701172","","","","","","","","96.9769287109375","","","","","","","","","","99.1984634399414","","","","","","","","","","99.6896209716797","","","","","","","","99.7837905883789","","",
"Cote d'Ivoire","CIV","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9322509765625","","","","","","","","","","54.4031295776367","","70.8407211303711","","","","","","","","","","","","58.3326301574707","","59.1243515014648","","","","63.8449211120605","","",
"Cameroon","CMR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","79.5916519165039","","","","","","","","","","","","","","","","","","","","","","","","88.4224472045898","","","","","","","89.4173202514648","","","85.3974761962891","","","","","","","","87.7200012207031","","",
"Congo, Dem. Rep.","COD","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.9811096191406","","","","","","78.9364166259766","","","","","91.0475616455078","","","","90.9609680175781","","","","",
"Congo, Rep.","COG","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","92.4230117797852","","","","","","","","","","","","","","","","","","","","","88.2505187988281","","","","","","85.6836090087891","","","","","","","85.3416519165039","","",
"Colombia","COL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.6445693969727","","","96.3851165771484","","","","","","","","97.5525207519531","97.5170288085938","97.5336608886719","97.4828796386719","97.5466613769531","97.4411315917969","97.6827163696289","97.7604675292969","","","98.1067123413086","98.1551818847656","98.3120422363281","","98.6338272094727","","",
"Comoros","COM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","69.3577270507813","","","","","","","","","","","","","","","","","","","","83.9513320922852","","","","","","","","","","","","73.8107681274414","","","","","","78.2394104003906","","",
"Cabo Verde","CPV","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9489669799805","","","","","","","","","","95.1100006103516","","","","","","","","","","","","97.8718872070313","","","97.5850067138672","","","","","",
"Costa Rica","CRI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","96.7545166015625","","","","","","","","","","","","","","","","97.1974868774414","","","","","","","","","","","99.007682800293","","","","","","","99.3399963378906","","",
"Caribbean small states","CSS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9425277709961","89.9925765991211","90.3349990844727","90.6910934448242","91.0629196166992","91.6452102661133","92.1298217773438","92.2990112304688","92.6022033691406","92.8773880004883","93.1176910400391","93.3267669677734","93.564567565918","93.6730422973633","94.1302719116211","94.2985992431641","94.4752578735352","94.5410079956055","94.6922073364258","94.8387603759766","95.3280334472656","95.5014190673828","95.4651794433594","","","","","",
"Cuba","CUB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9574127197266","","","","","","","","","","99.8552703857422","","","","","","","","",
"Curacao","CUW","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1423110961914","","","","","","","","","","","","","",
"Cyprus","CYP","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5799102783203","","","","","","","","","99.7363128662109","","","","","","","","","","99.8045425415039","","","","","","","","","",
"Czech Republic","CZE","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7332305908203","","","","",
"Germany","DEU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","81.2573089599609","","","","","","","","","","","","","","","","","","","","","92.9986419677734","","","","","94.6272125244141","","","95.7752990722656","96.0918731689453","96.3218688964844","96.7627029418945","97.3535614013672","97.2253875732422","98.8125915527344","","","","",
"Algeria","DZA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2300872802734","","","","","","","","","","","","","","","94.0575408935547","","","","94.381477355957","","95.7470626831055","","","","","","","","","","97.5940628051758","","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","92.0305862426758","92.0896987915039","92.6594390869141","93.1724395751953","93.6296691894531","93.9979476928711","94.3396377563477","94.5711975097656","94.8392715454102","95.0690307617188","95.2425537109375","96.1211624145508","96.5592269897461","96.5570907592773","96.5524826049805","96.5658874511719","96.5829467773438","96.5923461914063","96.6944198608398","96.8067321777344","96.9003677368164","98.2289810180664","98.2443084716797","98.2333221435547","98.2677536010742","98.2742691040039","98.3177185058594","98.3776931762695","98.4691467285156","98.5097885131836","98.4731674194336","98.6566467285156","98.9753570556641","98.9182205200195","98.8882522583008","98.4862594604492","98.5097427368164","98.5050888061523","98.67529296875","98.7530136108398","98.7590103149414","98.7751235961914","98.7638092041016","98.7931976318359","",
"Early-demographic dividend","EAR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","71.0749130249023","71.242301940918","71.6287689208984","71.9680023193359","72.2961578369141","72.4547882080078","72.5680618286133","72.7719497680664","73.0042266845703","73.2538375854492","73.4763488769531","73.7384719848633","74.6803970336914","76.59375","77.2779693603516","77.9721374511719","78.5456008911133","79.4575805664063","80.2763671875","80.8013381958008","81.3642120361328","81.8149566650391","82.2130584716797","84.6264038085938","84.9669570922852","85.2890625","85.5348968505859","86.4257965087891","87.224609375","87.7314529418945","88.5691375732422","88.9080963134766","88.2257690429688","90.097526550293","90.4563217163086","90.2806930541992","90.2123413085938","90.6525497436523","91.2376327514648","91.6482772827148","92.0240325927734","92.3382873535156","92.5752487182617","92.7739486694336","93.0680999755859","",
"East Asia & Pacific","EAS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","92.1746673583984","92.2423706054688","92.7688674926758","93.2392883300781","93.6551208496094","93.9930572509766","94.3066711425781","94.5211715698242","94.7693634033203","94.982292175293","95.1390762329102","95.9863433837891","96.4052963256836","96.4034118652344","96.4008712768555","96.4164199829102","96.4397277832031","96.4557876586914","96.5706329345703","96.6965789794922","96.7997817993164","98.0237121582031","98.0376968383789","98.0571517944336","98.1010513305664","98.0969772338867","98.1466674804688","98.224250793457","98.3332290649414","98.3782119750977","98.3549194335938","98.5304870605469","98.837516784668","98.7787704467773","98.7194290161133","98.3190383911133","98.3458023071289","98.3443222045898","98.5444412231445","98.6208724975586","98.6300506591797","98.6475982666016","98.6378402709961","98.6691284179688","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","98.7951202392578","99.0893020629883","99.052490234375","99.0222702026367","98.994270324707","98.9689483642578","99.1222610473633","99.103141784668","99.0931015014648","99.086311340332","99.0824737548828","99.0784378051758","99.0746994018555","99.0792083740234","99.0743179321289","99.1071090698242","99.1023483276367","99.387451171875","99.3995208740234","99.4039611816406","99.3754196166992","99.3274688720703","99.41748046875","99.4063491821289","99.4486465454102","99.464958190918","99.5829467773438","99.6286392211914","99.6706237792969","99.6999893188477","99.7181091308594","99.7338790893555","99.7430572509766","99.7794494628906","99.7645111083984","99.7696304321289","99.773307800293","",
"Europe & Central Asia","ECS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3038024902344","99.3119812011719","99.1254730224609","99.1311798095703","99.1366806030273","99.1416778564453","99.1496734619141","99.1562728881836","99.12451171875","99.1015777587891","99.2428665161133","99.262321472168","99.3211669921875","99.3184585571289","99.3053131103516","99.3752975463867","99.3543472290039","99.4014129638672","99.3872375488281","99.5248107910156","99.556640625","99.560676574707","99.5868072509766","99.6113128662109","99.6349411010742","99.6389999389648","99.6680603027344","99.6735992431641","99.6835174560547","99.6957778930664","",
"Ecuador","ECU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","94.5548095703125","","","","","","","","96.5757675170898","","","","","","","","","","","96.3794021606445","","","","","","98.2269134521484","98.4328689575195","98.7215194702148","98.4688720703125","98.5865020751953","98.7731628417969","98.5794067382813","99.0107421875","99.3371734619141","98.9792022705078","99.1098175048828","","","",
"Egypt, Arab Rep.","EGY","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","63.0406799316406","","","","","","","","","","71.3806762695313","","","","","","","","","","78.9908676147461","","","","","","","","","90.0791168212891","87.8567962646484","","","","90.5576324462891","","92.3557586669922","93.6492767333984","","","","89.4833831787109","","","",
"Euro area","EMU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2532196044922","","","","","","91.2866134643555","","","","","","","","","","93.8186798095703","","",
"Spain","ESP","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","98.6413269042969","","","","","","","","","","99.5400466918945","","","","","","","","","","","","","99.5803680419922","99.5716934204102","99.7090606689453","99.5800094604492","99.5278167724609","99.6387481689453","99.5067672729492","99.6546478271484","99.6410522460938","99.6946334838867","99.7573089599609","99.6187515258789","99.6375732421875","","99.6884994506836","","",
"Estonia","EST","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8340225219727","","","","","","","","","","","99.7291030883789","","","","","","","","","","","99.9392395019531","","","","","","","","","",
"Ethiopia","ETH","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.2886695861816","","","","","","","","","","62.2000007629395","55.8847389221191","","62.9709281921387","","","","","","","","","","73.5207214355469","","","",
"European Union","EUU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","74.999397277832","75.2568435668945","75.5681076049805","75.7883911132813","76.3772735595703","76.8259887695313","77.1322174072266","77.3979797363281","77.6078796386719","77.7812881469727","77.9507675170898","78.5290679931641","79.0140686035156","79.2204666137695","79.5620498657227","80.1537475585938","80.1669311523438","78.2612915039063","78.1113662719727","77.9925689697266","77.6779174804688","78.124641418457","77.9016876220703","78.1587066650391","76.1725006103516","76.5051574707031","75.3223419189453","75.2466430664063","75.7047424316406","77.6938018798828","77.8995208740234","78.7026062011719","77.235237121582","79.0553588867188","79.439811706543","77.6172866821289","77.7509536743164","",
"Finland","FIN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1148300170898","","","","","","","","","","","","","","","","","","","","","99.6799087524414","","","",
"France","FRA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4075469970703","","","","","","","","","","","","","","","","","","","87.3895874023438","","","","","","88.141960144043","","",
